Same Corner Frequency With Op-Amp
Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
5.58508676e+05, -3.5107e+01, -9.6384e+01
5.42870934e+05, -3.4880e+01, -9.5082e+01
5.27671035e+05, -3.4593e+01, -9.3712e+01
5.12896720e+05, -3.4616e+01, -9.1549e+01
4.98536073e+05, -3.4687e+01, -9.3234e+01
4.84577510e+05, -3.4418e+01, -9.3905e+01
4.71009775e+05, -3.4106e+01, -9.4930e+01
4.57821924e+05, -3.3888e+01, -9.4869e+01
4.45003321e+05, -3.3584e+01, -9.4756e+01
4.32543628e+05, -3.3336e+01, -9.4700e+01
4.20432795e+05, -3.3014e+01, -9.4731e+01
4.08661054e+05, -3.2798e+01, -9.4209e+01
3.97218911e+05, -3.2533e+01, -9.4265e+01
3.86097138e+05, -3.2263e+01, -9.3490e+01
3.75286765e+05, -3.1984e+01, -9.2659e+01
3.64779073e+05, -3.1712e+01, -9.2959e+01
3.54565586e+05, -3.1481e+01, -9.2723e+01
3.44638068e+05, -3.1281e+01, -9.2334e+01
3.34988512e+05, -3.1022e+01, -9.2383e+01
3.25609134e+05, -3.0722e+01, -9.1497e+01
3.16492371e+05, -3.0545e+01, -9.1805e+01
3.07630869e+05, -3.0319e+01, -9.1297e+01
2.99017480e+05, -3.0049e+01, -9.0539e+01
2.90645259e+05, -2.9806e+01, -9.0346e+01
2.82507453e+05, -2.9530e+01, -9.0685e+01
2.74597498e+05, -2.9250e+01, -8.9746e+01
2.66909015e+05, -2.9092e+01, -8.9739e+01
2.59435802e+05, -2.8834e+01, -8.9304e+01
2.52171832e+05, -2.8514e+01, -8.8964e+01
2.45111248e+05, -2.8362e+01, -8.8999e+01
2.38248353e+05, -2.8175e+01, -8.8682e+01
2.31577613e+05, -2.7860e+01, -8.8549e+01
2.25093648e+05, -2.7614e+01, -8.8382e+01
2.18791227e+05, -2.7351e+01, -8.8098e+01
2.12665270e+05, -2.7189e+01, -8.7705e+01
2.06710833e+05, -2.6926e+01, -8.8086e+01
2.00923115e+05, -2.6666e+01, -8.7193e+01
1.95297448e+05, -2.6346e+01, -8.7421e+01
1.89829295e+05, -2.6230e+01, -8.6941e+01
1.84514245e+05, -2.5938e+01, -8.6366e+01
1.79348012e+05, -2.5695e+01, -8.6084e+01
1.74326429e+05, -2.5515e+01, -8.5708e+01
1.69445445e+05, -2.5337e+01, -8.5692e+01
1.64701125e+05, -2.5075e+01, -8.5462e+01
1.60089641e+05, -2.4746e+01, -8.4970e+01
1.55607275e+05, -2.4655e+01, -8.5275e+01
1.51250411e+05, -2.4358e+01, -8.4727e+01
1.47015535e+05, -2.4082e+01, -8.4515e+01
1.42899233e+05, -2.3837e+01, -8.4723e+01
1.38898182e+05, -2.3635e+01, -8.4273e+01
1.35009158e+05, -2.3414e+01, -8.4129e+01
1.31229023e+05, -2.3134e+01, -8.4104e+01
1.27554728e+05, -2.2855e+01, -8.3092e+01
1.23983310e+05, -2.2656e+01, -8.3224e+01
1.20511889e+05, -2.2411e+01, -8.2460e+01
1.17137664e+05, -2.2164e+01, -8.2299e+01
1.13857915e+05, -2.1963e+01, -8.2182e+01
1.10669995e+05, -2.1673e+01, -8.1392e+01
1.07571335e+05, -2.1452e+01, -8.1084e+01
1.04559434e+05, -2.1218e+01, -8.0804e+01
1.01631864e+05, -2.0966e+01, -8.0464e+01
9.87862627e+04, -2.0742e+01, -8.0238e+01
9.60203361e+04, -2.0510e+01, -7.9705e+01
9.33318529e+04, -2.0269e+01, -7.9408e+01
9.07186448e+04, -2.0048e+01, -7.8817e+01
8.81786042e+04, -1.9812e+01, -7.8410e+01
8.57096824e+04, -1.9569e+01, -7.7979e+01
8.33098883e+04, -1.9347e+01, -7.7466e+01
8.09772862e+04, -1.9114e+01, -7.7330e+01
7.87099949e+04, -1.8890e+01, -7.6686e+01
7.65061857e+04, -1.8661e+01, -7.6324e+01
7.43640812e+04, -1.8466e+01, -7.5753e+01
7.22819537e+04, -1.8220e+01, -7.5361e+01
7.02581239e+04, -1.7986e+01, -7.4834e+01
6.82909595e+04, -1.7770e+01, -7.4309e+01
6.63788740e+04, -1.7592e+01, -7.3731e+01
6.45203251e+04, -1.7327e+01, -7.3416e+01
6.27138139e+04, -1.7123e+01, -7.2888e+01
6.09578834e+04, -1.6877e+01, -7.2267e+01
5.92511174e+04, -1.6704e+01, -7.1557e+01
5.75921393e+04, -1.6476e+01, -7.1078e+01
5.59796111e+04, -1.6235e+01, -7.0465e+01
5.44122323e+04, -1.6030e+01, -7.0105e+01
5.28887386e+04, -1.5786e+01, -6.9217e+01
5.14079015e+04, -1.5559e+01, -6.8768e+01
4.99685264e+04, -1.5314e+01, -6.8151e+01
4.85694525e+04, -1.5109e+01, -6.7580e+01
4.72095514e+04, -1.4893e+01, -6.6740e+01
4.58877264e+04, -1.4667e+01, -6.5865e+01
4.46029112e+04, -1.4426e+01, -6.5253e+01
4.33540698e+04, -1.4203e+01, -6.4570e+01
4.21401947e+04, -1.3977e+01, -6.3800e+01
4.09603071e+04, -1.3736e+01, -6.3001e+01
3.98134553e+04, -1.3504e+01, -6.2286e+01
3.86987143e+04, -1.3312e+01, -6.1490e+01
3.76151851e+04, -1.3064e+01, -6.0672e+01
3.65619936e+04, -1.2868e+01, -5.9942e+01
3.55382907e+04, -1.2648e+01, -5.8857e+01
3.45432504e+04, -1.2421e+01, -5.8254e+01
3.35760704e+04, -1.2207e+01, -5.7191e+01
3.26359706e+04, -1.1996e+01, -5.6280e+01
3.17221927e+04, -1.1790e+01, -5.5507e+01
3.08339998e+04, -1.1593e+01, -5.4432e+01
2.99706755e+04, -1.1405e+01, -5.3367e+01
2.91315235e+04, -1.1192e+01, -5.2469e+01
2.83158670e+04, -1.1015e+01, -5.1366e+01
2.75230481e+04, -1.0772e+01, -5.0321e+01
2.67524275e+04, -1.0609e+01, -4.9243e+01
2.60033836e+04, -1.0438e+01, -4.8230e+01
2.52753122e+04, -1.0247e+01, -4.7215e+01
2.45676261e+04, -1.0047e+01, -4.6124e+01
2.38797546e+04, -9.8846e+00, -4.4800e+01
2.32111430e+04, -9.7271e+00, -4.3616e+01
2.25612518e+04, -9.5497e+00, -4.2504e+01
2.19295570e+04, -9.3888e+00, -4.1252e+01
2.13155491e+04, -9.2287e+00, -3.9967e+01
2.07187329e+04, -9.0774e+00, -3.8708e+01
2.01386269e+04, -8.9379e+00, -3.7366e+01
1.95747635e+04, -8.7842e+00, -3.6318e+01
1.90266877e+04, -8.6636e+00, -3.4887e+01
1.84939575e+04, -8.5048e+00, -3.3435e+01
1.79761433e+04, -8.3559e+00, -3.2235e+01
1.74728274e+04, -8.2346e+00, -3.0721e+01
1.69836039e+04, -8.1140e+00, -2.9277e+01
1.65080783e+04, -8.0118e+00, -2.7920e+01
1.60458669e+04, -7.9090e+00, -2.6604e+01
1.55965970e+04, -7.7884e+00, -2.4911e+01
1.51599063e+04, -7.7044e+00, -2.3576e+01
1.47354426e+04, -7.5984e+00, -2.1900e+01
1.43228634e+04, -7.4913e+00, -2.0465e+01
1.39218361e+04, -7.4349e+00, -1.9061e+01
1.35320372e+04, -7.3410e+00, -1.7543e+01
1.31531523e+04, -7.2865e+00, -1.5806e+01
1.27848758e+04, -7.2161e+00, -1.4243e+01
1.24269108e+04, -7.1831e+00, -1.2654e+01
1.20789684e+04, -7.1214e+00, -1.1131e+01
1.17407682e+04, -7.0735e+00, -9.6739e+00
1.14120372e+04, -7.0429e+00, -7.9950e+00
1.10925104e+04, -7.0007e+00, -6.3141e+00
1.07819301e+04, -6.9848e+00, -4.7821e+00
1.04800457e+04, -6.9808e+00, -3.1441e+00
1.01866138e+04, -6.9410e+00, -1.5349e+00
9.90139780e+03, -6.9539e+00, 6.1365e-04
9.62416755e+03, -6.9649e+00, 1.7080e+00
9.35469950e+03, -6.9614e+00, 3.3433e+00
9.09277632e+03, -6.9916e+00, 4.9258e+00
8.83818674e+03, -7.0261e+00, 6.3744e+00
8.59072545e+03, -7.0228e+00, 8.2053e+00
8.35019285e+03, -7.0875e+00, 9.8099e+00
8.11639495e+03, -7.1364e+00, 1.1350e+01
7.88914318e+03, -7.1814e+00, 1.2830e+01
7.66825425e+03, -7.2501e+00, 1.4510e+01
7.45355002e+03, -7.2926e+00, 1.6142e+01
7.24485731e+03, -7.3792e+00, 1.7548e+01
7.04200781e+03, -7.4590e+00, 1.9083e+01
6.84483791e+03, -7.5280e+00, 2.0674e+01
6.65318860e+03, -7.6180e+00, 2.2018e+01
6.46690529e+03, -7.7414e+00, 2.3462e+01
6.28583775e+03, -7.8382e+00, 2.5200e+01
6.10983994e+03, -7.9498e+00, 2.6587e+01
5.93876990e+03, -8.0651e+00, 2.7985e+01
5.77248968e+03, -8.1630e+00, 2.9432e+01
5.61086515e+03, -8.2984e+00, 3.0795e+01
5.45376596e+03, -8.4176e+00, 3.2047e+01
5.30106541e+03, -8.5620e+00, 3.3444e+01
5.15264034e+03, -8.7098e+00, 3.4702e+01
5.00837104e+03, -8.8267e+00, 3.6196e+01
4.86814115e+03, -8.9916e+00, 3.7258e+01
4.73183756e+03, -9.1445e+00, 3.8482e+01
4.59935036e+03, -9.3064e+00, 4.0134e+01
4.47057268e+03, -9.4509e+00, 4.1400e+01
4.34540066e+03, -9.5994e+00, 4.2428e+01
4.22373334e+03, -9.7741e+00, 4.3559e+01
4.10547260e+03, -9.9400e+00, 4.4758e+01
3.99052306e+03, -1.0173e+01, 4.5864e+01
3.87879199e+03, -1.0324e+01, 4.6916e+01
3.77018930e+03, -1.0483e+01, 4.7992e+01
3.66462738e+03, -1.0674e+01, 4.9112e+01
3.56202111e+03, -1.0905e+01, 5.0145e+01
3.46228771e+03, -1.1061e+01, 5.0995e+01
3.36534677e+03, -1.1267e+01, 5.2098e+01
3.27112008e+03, -1.1456e+01, 5.3188e+01
3.17953165e+03, -1.1721e+01, 5.4025e+01
3.09050762e+03, -1.1862e+01, 5.4786e+01
3.00397618e+03, -1.2040e+01, 5.5776e+01
2.91986755e+03, -1.2302e+01, 5.6971e+01
2.83811388e+03, -1.2477e+01, 5.7807e+01
2.75864924e+03, -1.2695e+01, 5.8338e+01
2.68140954e+03, -1.2912e+01, 5.9197e+01
2.60633248e+03, -1.3144e+01, 5.9892e+01
2.53335751e+03, -1.3393e+01, 6.0967e+01
2.46242577e+03, -1.3619e+01, 6.1331e+01
2.39348006e+03, -1.3820e+01, 6.2518e+01
2.32646477e+03, -1.4007e+01, 6.3331e+01
2.26132584e+03, -1.4237e+01, 6.4020e+01
2.19801075e+03, -1.4477e+01, 6.4449e+01
2.13646842e+03, -1.4776e+01, 6.5373e+01
2.07664923e+03, -1.4913e+01, 6.6127e+01
2.01850491e+03, -1.5128e+01, 6.6626e+01
1.96198859e+03, -1.5343e+01, 6.7186e+01
1.90705467e+03, -1.5648e+01, 6.7744e+01
1.85365885e+03, -1.5822e+01, 6.8432e+01
1.80175807e+03, -1.6038e+01, 6.9342e+01
1.75131046e+03, -1.6391e+01, 6.9561e+01
1.70227534e+03, -1.6605e+01, 7.0414e+01
1.65461316e+03, -1.6727e+01, 7.0833e+01
1.60828547e+03, -1.6923e+01, 7.1247e+01
1.56325492e+03, -1.7147e+01, 7.1453e+01
1.51948519e+03, -1.7372e+01, 7.2005e+01
1.47694097e+03, -1.7579e+01, 7.2731e+01
1.43558795e+03, -1.7799e+01, 7.2802e+01
1.39539277e+03, -1.8069e+01, 7.3428e+01
1.35632303e+03, -1.8243e+01, 7.3652e+01
1.31834720e+03, -1.8544e+01, 7.4617e+01
1.28143466e+03, -1.8738e+01, 7.5166e+01
1.24555564e+03, -1.9049e+01, 7.6102e+01
1.21068120e+03, -1.9130e+01, 7.6157e+01
1.17678322e+03, -1.9272e+01, 7.6057e+01
1.14383434e+03, -1.9723e+01, 7.5696e+01
1.11180801e+03, -1.9919e+01, 7.7021e+01
1.08067838e+03, -2.0097e+01, 7.6686e+01
1.05042036e+03, -2.0249e+01, 7.7483e+01
1.02100953e+03, -2.0585e+01, 7.7900e+01
9.92422182e+02, -2.0763e+01, 7.7662e+01
9.64635252e+02, -2.1085e+01, 7.8872e+01
9.37626331e+02, -2.1445e+01, 7.9268e+01
9.11373636e+02, -2.1465e+01, 8.1014e+01
8.85855992e+02, -2.1565e+01, 7.9030e+01
8.61052820e+02, -2.1839e+01, 8.1873e+01
8.36944114e+02, -2.2125e+01, 7.9708e+01
8.13510430e+02, -2.2361e+01, 8.1151e+01
7.90732869e+02, -2.2668e+01, 8.0068e+01
7.68593058e+02, -2.3048e+01, 8.0360e+01
7.47073143e+02, -2.3039e+01, 8.0378e+01
7.26155766e+02, -2.3536e+01, 8.0732e+01
7.05824056e+02, -2.3600e+01, 8.2294e+01
6.86061616e+02, -2.3854e+01, 8.2239e+01
6.66852507e+02, -2.4256e+01, 8.0554e+01
6.48181236e+02, -2.4235e+01, 8.2443e+01
6.30032743e+02, -2.4445e+01, 8.2942e+01
6.12392392e+02, -2.5038e+01, 8.2382e+01
5.95245955e+02, -2.5042e+01, 8.2363e+01
5.78579602e+02, -2.5475e+01, 8.2236e+01
5.62379893e+02, -2.5386e+01, 8.3247e+01
5.46633761e+02, -2.5686e+01, 8.3179e+01
5.31328507e+02, -2.5613e+01, 8.2766e+01
5.16451785e+02, -2.6209e+01, 8.3238e+01
5.01991599e+02, -2.6562e+01, 8.5153e+01
4.87936285e+02, -2.6841e+01, 8.7115e+01
4.74274507e+02, -2.7129e+01, 8.2001e+01
4.60995247e+02, -2.6616e+01, 8.6339e+01
4.48087794e+02, -2.7264e+01, 8.7912e+01
4.35541738e+02, -2.7231e+01, 8.2998e+01
4.23346960e+02, -2.8159e+01, 8.1460e+01
4.11493626e+02, -2.7945e+01, 8.7687e+01
3.99972173e+02, -2.8385e+01, 8.3388e+01
3.88773312e+02, -2.8544e+01, 8.8195e+01
3.77888008e+02, -2.8783e+01, 8.1054e+01
3.67307483e+02, -2.9319e+01, 8.3963e+01
3.57023203e+02, -2.9288e+01, 8.4090e+01
3.47026874e+02, -3.0241e+01, 8.5994e+01
3.37310433e+02, -2.9802e+01, 8.4825e+01
3.27866044e+02, -2.9882e+01, 8.4472e+01
3.18686089e+02, -3.0504e+01, 8.5085e+01
3.09763165e+02, -3.0743e+01, 8.8491e+01
3.01090074e+02, -3.0772e+01, 8.8716e+01
2.92659823e+02, -3.1555e+01, 8.7195e+01
2.84465610e+02, -3.1505e+01, 9.1737e+01
2.76500829e+02, -3.1995e+01, 8.7092e+01
2.68759054e+02, -3.1688e+01, 8.0048e+01
2.61234042e+02, -3.2708e+01, 9.1173e+01
2.53919723e+02, -3.2200e+01, 9.0967e+01
2.46810199e+02, -3.1997e+01, 8.4302e+01
2.39899735e+02, -3.2652e+01, 9.1394e+01
2.33182758e+02, -3.2496e+01, 8.8157e+01
2.26653850e+02, -3.2858e+01, 8.1765e+01
2.20307745e+02, -3.3692e+01, 8.3768e+01
2.14139326e+02, -3.2978e+01, 9.0150e+01
2.08143617e+02, -3.3631e+01, 8.9350e+01
2.02315783e+02, -3.4248e+01, 8.6169e+01
1.96651123e+02, -3.5105e+01, 8.5202e+01
1.91145068e+02, -3.4703e+01, 8.8481e+01
1.85793178e+02, -3.4502e+01, 9.4262e+01
1.80591135e+02, -3.5735e+01, 8.4142e+01
1.75534746e+02, -3.5134e+01, 8.4923e+01
1.70619931e+02, -3.5893e+01, 8.2770e+01
1.65842726e+02, -3.5564e+01, 9.2981e+01
1.61199278e+02, -3.5731e+01, 8.8529e+01
1.56685843e+02, -3.6080e+01, 8.0589e+01
1.52298780e+02, -3.6357e+01, 8.9690e+01
1.48034551e+02, -3.7658e+01, 8.0997e+01
1.43889717e+02, -3.7845e+01, 8.8321e+01
1.39860934e+02, -3.6936e+01, 8.8517e+01
1.35944953e+02, -3.7957e+01, 9.0060e+01
1.32138617e+02, -3.7295e+01, 8.4537e+01
1.28438854e+02, -3.7519e+01, 1.0051e+02
1.24842681e+02, -3.8240e+01, 9.1603e+01
1.21347198e+02, -3.8953e+01, 1.0791e+02
1.17949586e+02, -3.8693e+01, 8.7590e+01
1.14647103e+02, -3.9216e+01, 8.4891e+01
1.11437087e+02, -4.0331e+01, 8.4584e+01
1.08316949e+02, -3.9161e+01, 7.3362e+01
1.05284172e+02, -3.9601e+01, 8.1747e+01
1.02336309e+02, -3.9538e+01, 8.7036e+01
9.94709846e+01, -4.0849e+01, 9.3782e+01
9.66858863e+01, -4.0792e+01, 9.4622e+01
9.39787683e+01, -4.1862e+01, 8.9402e+01
9.13474472e+01, -3.9124e+01, 8.9150e+01
8.87898007e+01, -4.2213e+01, 9.6957e+01
8.63037660e+01, -4.0748e+01, 1.0082e+02
8.38873380e+01, -4.1505e+01, 8.6627e+01
8.15385679e+01, -4.3405e+01, 8.5342e+01
7.92555612e+01, -4.0896e+01, 7.9957e+01
7.70364766e+01, -4.1782e+01, 1.0113e+02
7.48795245e+01, -4.2296e+01, 7.5984e+01
7.27829650e+01, -4.2585e+01, 8.3987e+01
7.07451073e+01, -4.2209e+01, 9.0528e+01
6.87643078e+01, -4.5417e+01, 9.0771e+01
6.68389690e+01, -4.2525e+01, 8.7133e+01
6.49675378e+01, -4.5761e+01, 8.3790e+01
6.31485051e+01, -4.4869e+01, 1.0213e+02
6.13804037e+01, -4.3396e+01, 9.7447e+01
5.96618075e+01, -4.6060e+01, 9.1025e+01
5.79913304e+01, -4.4795e+01, 9.0881e+01
5.63676253e+01, -4.2713e+01, 7.1617e+01
5.47893824e+01, -4.5406e+01, 7.6773e+01
5.32553288e+01, -4.4440e+01, 9.3979e+01
5.17642275e+01, -4.5485e+01, 7.4678e+01
5.03148756e+01, -4.6764e+01, 8.7879e+01
4.89061042e+01, -4.4689e+01, 8.3425e+01
4.75367772e+01, -4.7100e+01, 1.0148e+02
4.62057901e+01, -4.9564e+01, 7.2367e+01
4.49120695e+01, -4.6867e+01, 7.8396e+01
4.36545719e+01, -4.5497e+01, 6.5282e+01
4.24322831e+01, -4.6833e+01, 9.0520e+01
4.12442172e+01, -4.6812e+01, 1.0123e+02
4.00894162e+01, -5.0698e+01, 7.7709e+01
3.89669485e+01, -5.1925e+01, 5.6079e+01
3.78759090e+01, -4.2777e+01, 9.2715e+01
3.68154175e+01, -4.3446e+01, 5.1808e+01
3.57846189e+01, -5.6436e+01, 1.1458e+02
3.47826817e+01, -4.5358e+01, 9.3920e+01
3.38087978e+01, -4.4197e+01, 9.0829e+01
3.28621818e+01, -5.4939e+01, 1.2056e+02
3.19420702e+01, -4.7528e+01, 7.9357e+01
3.10477210e+01, -4.9503e+01, 8.1747e+01
3.01784127e+01, -5.0568e+01, 9.1900e+01
2.93334442e+01, -5.1685e+01, 9.0721e+01
2.85121341e+01, -5.0928e+01, 8.4477e+01
2.77138199e+01, -4.8986e+01, 7.1957e+01
2.69378579e+01, -4.7672e+01, 7.7887e+01
2.61836220e+01, -5.0225e+01, 5.3832e+01
2.54505041e+01, -4.8597e+01, 1.3531e+02
2.47379129e+01, -5.1288e+01, 7.8271e+01
2.40452735e+01, -4.6495e+01, 5.6497e+01
2.33720274e+01, -5.6701e+01, 1.2910e+02
2.27176317e+01, -5.3076e+01, 7.9021e+01
2.20815584e+01, -5.4123e+01, 1.2656e+02
2.14632946e+01, -4.6064e+01, 9.8677e+01
2.08623416e+01, -5.0834e+01, 1.3787e+02
2.02782148e+01, -5.0904e+01, 7.3793e+01
1.97104429e+01, -5.8434e+01, 1.1412e+02
1.91585682e+01, -4.9768e+01, 1.2520e+02
1.86221455e+01, -6.5468e+01, 5.4260e+01
1.81007422e+01, -6.0167e+01, 7.5021e+01
1.75939376e+01, -5.4812e+01, 9.7076e+01
1.71013232e+01, -5.2150e+01, 1.0270e+02
1.66225015e+01, -5.4730e+01, 7.5239e+01
1.61570864e+01, -5.9995e+01, 9.0268e+00
1.57047025e+01, -6.0384e+01, 5.1611e+01
1.52649849e+01, -5.2837e+01, 7.2663e+01
1.48375790e+01, -5.4540e+01, 3.2223e+01
1.44221401e+01, -5.4145e+01, 9.4520e+01
1.40183332e+01, -5.4788e+01, 4.1478e+01
1.36258324e+01, -5.7582e+01, 1.7802e+00
1.32443213e+01, -5.7945e+01, 1.4958e+02
1.28734922e+01, -4.9333e+01, 1.2419e+02
1.25130460e+01, -5.2451e+01, 7.0713e+01
1.21626920e+01, -5.4946e+01, 5.0748e+01
1.18221475e+01, -5.5876e+01, 3.2958e+01
1.14911380e+01, -5.0498e+01, 1.2338e+02
1.11693964e+01, -5.7432e+01, 3.6445e+01
1.08566634e+01, -6.0503e+01, 1.7835e+02
1.05526865e+01, -6.3236e+01, 1.4273e+02
1.02572208e+01, -5.7256e+01, 5.5897e+01
9.97002783e+00, -5.3951e+01, 1.6059e+01
