Same Corner Frequency With Op-Amp
Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
5.23314847e+06, -6.9567e+01, 1.7446e+02
5.11750890e+06, -7.3749e+01, 1.2227e+02
5.00442469e+06, -6.9306e+01, 1.4770e+02
4.89383935e+06, -7.2590e+01, 1.6281e+02
4.78569768e+06, -7.2858e+01, 1.3907e+02
4.67994567e+06, -7.2753e+01, 1.5037e+02
4.57653051e+06, -6.8392e+01, 1.4564e+02
4.47540057e+06, -7.0707e+01, 1.2740e+02
4.37650535e+06, -7.1344e+01, 1.4831e+02
4.27979547e+06, -7.6897e+01, 8.1687e+01
4.18522264e+06, -7.2815e+01, 1.1652e+02
4.09273963e+06, -7.6870e+01, 1.2982e+02
4.00230027e+06, -7.0176e+01, 1.2532e+02
3.91385939e+06, -7.5751e+01, 1.2702e+02
3.82737283e+06, -6.9051e+01, 1.2568e+02
3.74279742e+06, -7.3515e+01, 1.1370e+02
3.66009091e+06, -6.8726e+01, 1.2242e+02
3.57921200e+06, -7.7239e+01, 8.0282e+01
3.50012032e+06, -7.7121e+01, 1.0024e+02
3.42277637e+06, -7.3867e+01, 1.3311e+02
3.34714153e+06, -7.1175e+01, 1.3968e+02
3.27317803e+06, -7.1207e+01, 7.6395e+01
3.20084894e+06, -7.0509e+01, 1.0321e+02
3.13011814e+06, -7.4560e+01, 1.0233e+02
3.06095031e+06, -7.3038e+01, 1.1576e+02
2.99331093e+06, -7.6741e+01, 1.1915e+02
2.92716620e+06, -7.7972e+01, 8.8618e+01
2.86248311e+06, -7.5162e+01, 8.4857e+01
2.79922936e+06, -7.1433e+01, 7.7919e+01
2.73737335e+06, -7.3171e+01, 8.1747e+01
2.67688421e+06, -7.1229e+01, 8.6022e+01
2.61773173e+06, -7.6038e+01, 1.1097e+02
2.55988637e+06, -8.2982e+01, -2.5836e+01
2.50331925e+06, -8.5363e+01, -4.4010e+01
2.44800212e+06, -7.6105e+01, 6.4593e+01
2.39390737e+06, -7.5618e+01, 2.7774e+01
2.34100797e+06, -8.0322e+01, 1.0718e+02
2.28927752e+06, -8.0725e+01, 9.4377e+01
2.23869018e+06, -7.6466e+01, 5.2285e+01
2.18922070e+06, -7.4037e+01, 9.1198e+01
2.14084437e+06, -7.3901e+01, 9.3592e+01
2.09353703e+06, -7.5559e+01, 7.7342e+01
2.04727507e+06, -7.6760e+01, 8.0936e+01
2.00203539e+06, -7.4705e+01, 5.0947e+01
1.95779538e+06, -7.3318e+01, 1.1049e+02
1.91453298e+06, -7.3818e+01, 6.2719e+01
1.87222656e+06, -8.3393e+01, 9.8586e+01
1.83085501e+06, -8.2353e+01, 3.4079e+01
1.79039767e+06, -7.4881e+01, 7.9172e+01
1.75083434e+06, -7.9433e+01, 5.8893e+01
1.71214525e+06, -7.7591e+01, 1.0092e+02
1.67431110e+06, -8.0707e+01, 1.5669e+02
1.63731299e+06, -7.3351e+01, 4.4123e+01
1.60113245e+06, -7.6779e+01, 8.9167e+01
1.56575141e+06, -8.1592e+01, 1.5915e+02
1.53115219e+06, -8.2829e+01, 1.0065e+02
1.49731754e+06, -7.7541e+01, 8.4319e+01
1.46423055e+06, -8.4283e+01, 1.7014e+02
1.43187470e+06, -8.4383e+01, 6.4898e+01
1.40023383e+06, -9.3837e+01, 1.3709e+02
1.36929214e+06, -7.5810e+01, 6.4322e+01
1.33903419e+06, -9.0999e+01, -9.9314e+01
1.30944487e+06, -7.7656e+01, 8.5858e+01
1.28050940e+06, -7.3334e+01, 4.6998e+01
1.25221332e+06, -7.7244e+01, 9.6918e+01
1.22454252e+06, -7.5619e+01, 8.3616e+01
1.19748318e+06, -7.2667e+01, 9.3350e+01
1.17102178e+06, -7.3535e+01, 1.1270e+02
1.14514511e+06, -7.8957e+01, 1.2134e+02
1.11984026e+06, -7.3638e+01, 5.6501e+01
1.09509457e+06, -7.2559e+01, 2.5855e+01
1.07089571e+06, -7.6559e+01, 9.7130e+01
1.04723158e+06, -7.8734e+01, 1.3198e+02
1.02409036e+06, -7.4821e+01, 8.9950e+01
1.00146051e+06, -7.5514e+01, 6.1623e+01
9.79330728e+05, -7.5145e+01, 1.5165e+02
9.57689955e+05, -7.7241e+01, -1.3585e+02
9.36527390e+05, -7.9844e+01, 1.7112e+02
9.15832464e+05, -7.7389e+01, -1.5226e+02
8.95594845e+05, -7.7727e+01, -7.7962e+01
8.75804428e+05, -7.3627e+01, -1.4514e+02
8.56451329e+05, -8.2399e+01, -5.0417e+01
8.37525885e+05, -7.8706e+01, 8.6402e+01
8.19018646e+05, -8.6981e+01, -1.5811e+02
8.00920372e+05, -8.0154e+01, -7.6545e+01
7.83222024e+05, -7.7281e+01, 1.4967e+02
7.65914766e+05, -7.4326e+01, -1.3268e+02
7.48989955e+05, -8.2608e+01, 1.0527e+02
7.32439141e+05, -7.9087e+01, -1.4289e+02
7.16254058e+05, -8.0959e+01, -1.7206e+02
7.00426625e+05, -7.8602e+01, -1.0308e+02
6.84948939e+05, -8.2098e+01, -1.6050e+02
6.69813272e+05, -9.9215e+01, -1.1139e+02
6.55012065e+05, -7.2037e+01, -1.7310e+02
6.40537928e+05, -7.7461e+01, 1.6681e+02
6.26383633e+05, -7.9586e+01, 1.4505e+02
6.12542113e+05, -7.0115e+01, -1.1213e+02
5.99006456e+05, -7.0210e+01, -1.2687e+02
5.85769904e+05, -7.4117e+01, -1.1256e+02
5.72825846e+05, -7.0424e+01, -1.0998e+02
5.60167820e+05, -6.7106e+01, -7.0850e+01
5.47789505e+05, -6.8030e+01, -8.1759e+01
5.35684720e+05, -6.7052e+01, -3.6646e+01
5.23847420e+05, -6.2182e+01, -4.3316e+00
5.12271695e+05, -6.3321e+01, 1.4735e+01
5.00951765e+05, -6.0636e+01, 4.4442e+01
4.89881978e+05, -5.8735e+01, 6.4636e+01
4.79056805e+05, -6.0370e+01, 7.7853e+01
4.68470841e+05, -6.0812e+01, 1.1547e+02
4.58118801e+05, -6.4517e+01, 9.2793e+01
4.47995515e+05, -6.1921e+01, 1.1487e+02
4.38095929e+05, -6.2331e+01, 1.1146e+02
4.28415099e+05, -6.2298e+01, 1.3699e+02
4.18948191e+05, -6.2703e+01, 1.3474e+02
4.09690478e+05, -6.1895e+01, 1.3800e+02
4.00637338e+05, -6.1106e+01, 1.3178e+02
3.91784250e+05, -6.1051e+01, 1.4086e+02
3.83126792e+05, -6.3502e+01, 1.4528e+02
3.74660643e+05, -5.9821e+01, 1.3766e+02
3.66381575e+05, -6.5258e+01, 1.4672e+02
3.58285454e+05, -6.2949e+01, 1.4106e+02
3.50368237e+05, -5.9793e+01, 1.5496e+02
3.42625970e+05, -6.0571e+01, 1.5438e+02
3.35054789e+05, -6.2162e+01, 1.5154e+02
3.27650912e+05, -6.0867e+01, 1.5327e+02
3.20410642e+05, -6.1161e+01, 1.4031e+02
3.13330364e+05, -6.0448e+01, 1.6818e+02
3.06406542e+05, -6.1179e+01, 1.6556e+02
2.99635720e+05, -5.9901e+01, 1.6647e+02
2.93014516e+05, -5.8779e+01, 1.5761e+02
2.86539624e+05, -5.7387e+01, 1.6353e+02
2.80207811e+05, -5.8788e+01, 1.6381e+02
2.74015916e+05, -5.7967e+01, 1.6679e+02
2.67960846e+05, -5.6689e+01, 1.6881e+02
2.62039578e+05, -5.8573e+01, 1.6880e+02
2.56249155e+05, -5.7065e+01, 1.7262e+02
2.50586686e+05, -5.5082e+01, 1.6605e+02
2.45049344e+05, -5.5554e+01, 1.6995e+02
2.39634363e+05, -5.5397e+01, 1.7568e+02
2.34339040e+05, -5.5316e+01, 1.7353e+02
2.29160730e+05, -5.4959e+01, 1.6919e+02
2.24096848e+05, -5.4042e+01, 1.7516e+02
2.19144865e+05, -5.3337e+01, 1.7666e+02
2.14302309e+05, -5.3138e+01, 1.7389e+02
2.09566761e+05, -5.3480e+01, 1.7861e+02
2.04935857e+05, -5.1861e+01, 1.6915e+02
2.00407284e+05, -5.1651e+01, 1.7315e+02
1.95978782e+05, -5.1529e+01, 1.7576e+02
1.91648138e+05, -5.1407e+01, 1.7895e+02
1.87413191e+05, -5.0477e+01, 1.7560e+02
1.83271826e+05, -5.0131e+01, 1.7430e+02
1.79221975e+05, -5.1203e+01, 1.6950e+02
1.75261615e+05, -4.9490e+01, 1.7681e+02
1.71388769e+05, -4.9637e+01, 1.7687e+02
1.67601504e+05, -4.9198e+01, -1.7807e+02
1.63897927e+05, -4.8471e+01, 1.7400e+02
1.60276191e+05, -4.7805e+01, 1.7765e+02
1.56734486e+05, -4.6935e+01, 1.7530e+02
1.53271044e+05, -4.6933e+01, 1.7700e+02
1.49884135e+05, -4.6799e+01, 1.7483e+02
1.46572068e+05, -4.6325e+01, 1.7738e+02
1.43333190e+05, -4.5827e+01, 1.7822e+02
1.40165883e+05, -4.4894e+01, -1.7968e+02
1.37068566e+05, -4.4131e+01, -1.7828e+02
1.34039692e+05, -4.3451e+01, -1.7377e+02
1.31077748e+05, -4.3577e+01, -1.7726e+02
1.28181256e+05, -4.3274e+01, -1.7583e+02
1.25348769e+05, -4.2728e+01, -1.7573e+02
1.22578873e+05, -4.2744e+01, -1.7161e+02
1.19870185e+05, -4.2295e+01, -1.6843e+02
1.17221352e+05, -4.1925e+01, -1.7418e+02
1.14631052e+05, -4.1885e+01, -1.7067e+02
1.12097991e+05, -4.1113e+01, -1.6993e+02
1.09620904e+05, -4.0932e+01, -1.7311e+02
1.07198555e+05, -4.0549e+01, -1.7121e+02
1.04829734e+05, -4.0696e+01, -1.6826e+02
1.02513257e+05, -4.0396e+01, -1.6858e+02
1.00247969e+05, -3.9574e+01, -1.6949e+02
9.80327386e+04, -3.9296e+01, -1.7019e+02
9.58664589e+04, -3.9316e+01, -1.6920e+02
9.37480487e+04, -3.9221e+01, -1.7066e+02
9.16764500e+04, -3.8118e+01, -1.6690e+02
8.96506286e+04, -3.7823e+01, -1.6867e+02
8.76695727e+04, -3.7534e+01, -1.6759e+02
8.57322933e+04, -3.7400e+01, -1.6744e+02
8.38378229e+04, -3.6880e+01, -1.6644e+02
8.19852156e+04, -3.6246e+01, -1.6636e+02
8.01735463e+04, -3.6161e+01, -1.6594e+02
7.84019104e+04, -3.5809e+01, -1.6564e+02
7.66694232e+04, -3.5282e+01, -1.6673e+02
7.49752197e+04, -3.4889e+01, -1.6602e+02
7.33184539e+04, -3.4695e+01, -1.6325e+02
7.16982984e+04, -3.4385e+01, -1.6449e+02
7.01139444e+04, -3.3822e+01, -1.6483e+02
6.85646007e+04, -3.3641e+01, -1.6294e+02
6.70494936e+04, -3.3257e+01, -1.6457e+02
6.55678666e+04, -3.2734e+01, -1.6260e+02
6.41189798e+04, -3.2370e+01, -1.6165e+02
6.27021099e+04, -3.2060e+01, -1.6172e+02
6.13165493e+04, -3.2013e+01, -1.6100e+02
5.99616061e+04, -3.1488e+01, -1.6152e+02
5.86366038e+04, -3.1044e+01, -1.6052e+02
5.73408807e+04, -3.0658e+01, -1.5957e+02
5.60737899e+04, -3.0341e+01, -1.5974e+02
5.48346986e+04, -2.9832e+01, -1.6061e+02
5.36229882e+04, -2.9601e+01, -1.5877e+02
5.24380536e+04, -2.9188e+01, -1.5880e+02
5.12793031e+04, -2.8855e+01, -1.5738e+02
5.01461580e+04, -2.8485e+01, -1.5731e+02
4.90380527e+04, -2.8143e+01, -1.5741e+02
4.79544337e+04, -2.7666e+01, -1.5668e+02
4.68947601e+04, -2.7336e+01, -1.5586e+02
4.58585025e+04, -2.6952e+01, -1.5560e+02
4.48451437e+04, -2.6584e+01, -1.5466e+02
4.38541776e+04, -2.6131e+01, -1.5387e+02
4.28851094e+04, -2.5810e+01, -1.5343e+02
4.19374552e+04, -2.5504e+01, -1.5313e+02
4.10107417e+04, -2.5037e+01, -1.5279e+02
4.01045064e+04, -2.4751e+01, -1.5237e+02
3.92182965e+04, -2.4361e+01, -1.5114e+02
3.83516698e+04, -2.3992e+01, -1.5096e+02
3.75041933e+04, -2.3632e+01, -1.4929e+02
3.66754439e+04, -2.3249e+01, -1.4907e+02
3.58650078e+04, -2.2932e+01, -1.4842e+02
3.50724804e+04, -2.2570e+01, -1.4808e+02
3.42974658e+04, -2.2258e+01, -1.4718e+02
3.35395772e+04, -2.1928e+01, -1.4650e+02
3.27984360e+04, -2.1536e+01, -1.4565e+02
3.20736721e+04, -2.1197e+01, -1.4497e+02
3.13649238e+04, -2.0814e+01, -1.4419e+02
3.06718370e+04, -2.0496e+01, -1.4395e+02
2.99940657e+04, -2.0185e+01, -1.4277e+02
2.93312714e+04, -1.9812e+01, -1.4229e+02
2.86831233e+04, -1.9513e+01, -1.4107e+02
2.80492977e+04, -1.9132e+01, -1.4035e+02
2.74294780e+04, -1.8757e+01, -1.3978e+02
2.68233547e+04, -1.8398e+01, -1.3832e+02
2.62306253e+04, -1.8081e+01, -1.3784e+02
2.56509938e+04, -1.7712e+01, -1.3721e+02
2.50841706e+04, -1.7375e+01, -1.3642e+02
2.45298729e+04, -1.7091e+01, -1.3522e+02
2.39878237e+04, -1.6741e+01, -1.3459e+02
2.34577525e+04, -1.6398e+01, -1.3356e+02
2.29393945e+04, -1.6050e+01, -1.3261e+02
2.24324909e+04, -1.5766e+01, -1.3185e+02
2.19367887e+04, -1.5372e+01, -1.3056e+02
2.14520403e+04, -1.5105e+01, -1.2947e+02
2.09780035e+04, -1.4757e+01, -1.2877e+02
2.05144418e+04, -1.4422e+01, -1.2768e+02
2.00611237e+04, -1.4125e+01, -1.2671e+02
1.96178228e+04, -1.3790e+01, -1.2539e+02
1.91843177e+04, -1.3479e+01, -1.2454e+02
1.87603920e+04, -1.3236e+01, -1.2352e+02
1.83458340e+04, -1.2875e+01, -1.2241e+02
1.79404367e+04, -1.2611e+01, -1.2129e+02
1.75439977e+04, -1.2285e+01, -1.2029e+02
1.71563190e+04, -1.2042e+01, -1.1907e+02
1.67772071e+04, -1.1715e+01, -1.1824e+02
1.64064725e+04, -1.1450e+01, -1.1701e+02
1.60439303e+04, -1.1183e+01, -1.1577e+02
1.56893993e+04, -1.0946e+01, -1.1470e+02
1.53427027e+04, -1.0660e+01, -1.1349e+02
1.50036671e+04, -1.0405e+01, -1.1232e+02
1.46721234e+04, -1.0159e+01, -1.1121e+02
1.43479060e+04, -9.8781e+00, -1.0986e+02
1.40308529e+04, -9.6494e+00, -1.0881e+02
1.37208060e+04, -9.4342e+00, -1.0749e+02
1.34176103e+04, -9.1767e+00, -1.0648e+02
1.31211145e+04, -8.9110e+00, -1.0508e+02
1.28311705e+04, -8.6958e+00, -1.0391e+02
1.25476336e+04, -8.4485e+00, -1.0262e+02
1.22703621e+04, -8.2083e+00, -1.0143e+02
1.19992176e+04, -7.9754e+00, -1.0024e+02
1.17340647e+04, -7.7691e+00, -9.8993e+01
1.14747711e+04, -7.4924e+00, -9.7739e+01
1.12212072e+04, -7.2952e+00, -9.6514e+01
1.09732465e+04, -7.0721e+00, -9.5085e+01
1.07307650e+04, -6.8611e+00, -9.3886e+01
1.04936418e+04, -6.6570e+00, -9.2658e+01
1.02617584e+04, -6.4531e+00, -9.1396e+01
1.00349991e+04, -6.2683e+00, -8.9980e+01
9.81325057e+03, -6.0850e+00, -8.8858e+01
9.59640215e+03, -5.8968e+00, -8.7545e+01
9.38434554e+03, -5.7173e+00, -8.6302e+01
9.17697485e+03, -5.5296e+00, -8.5055e+01
8.97418654e+03, -5.3696e+00, -8.3920e+01
8.77587934e+03, -5.1571e+00, -8.2571e+01
8.58195424e+03, -5.0133e+00, -8.1105e+01
8.39231440e+03, -4.8650e+00, -7.9917e+01
8.20686513e+03, -4.7026e+00, -7.8755e+01
8.02551383e+03, -4.5492e+00, -7.7532e+01
7.84816994e+03, -4.3803e+00, -7.6402e+01
7.67474491e+03, -4.2156e+00, -7.5040e+01
7.50515214e+03, -4.0485e+00, -7.3812e+01
7.33930695e+03, -3.9348e+00, -7.2588e+01
7.17712653e+03, -3.7792e+00, -7.1404e+01
7.01852988e+03, -3.6501e+00, -7.0052e+01
6.86343784e+03, -3.5103e+00, -6.8987e+01
6.71177293e+03, -3.3903e+00, -6.7779e+01
6.56345945e+03, -3.2883e+00, -6.6614e+01
6.41842333e+03, -3.1382e+00, -6.5449e+01
6.27659214e+03, -3.0411e+00, -6.4342e+01
6.13789507e+03, -2.9188e+00, -6.3057e+01
6.00226286e+03, -2.8128e+00, -6.2091e+01
5.86962778e+03, -2.7080e+00, -6.0930e+01
5.73992361e+03, -2.6067e+00, -5.9793e+01
5.61308558e+03, -2.5134e+00, -5.8752e+01
5.48905035e+03, -2.4317e+00, -5.7706e+01
5.36775599e+03, -2.3299e+00, -5.6527e+01
5.24914194e+03, -2.2537e+00, -5.5525e+01
5.13314896e+03, -2.1587e+00, -5.4533e+01
5.01971914e+03, -2.0805e+00, -5.3474e+01
4.90879584e+03, -2.0160e+00, -5.2427e+01
4.80032366e+03, -1.9307e+00, -5.1469e+01
4.69424845e+03, -1.8500e+00, -5.0497e+01
4.59051724e+03, -1.7895e+00, -4.9433e+01
4.48907823e+03, -1.7180e+00, -4.8542e+01
4.38988077e+03, -1.6529e+00, -4.7604e+01
4.29287532e+03, -1.5956e+00, -4.6621e+01
4.19801346e+03, -1.5311e+00, -4.5684e+01
4.10524781e+03, -1.4838e+00, -4.4781e+01
4.01453204e+03, -1.4156e+00, -4.3893e+01
3.92582087e+03, -1.3732e+00, -4.3026e+01
3.83907000e+03, -1.3181e+00, -4.2135e+01
3.75423610e+03, -1.2687e+00, -4.1383e+01
3.67127682e+03, -1.2138e+00, -4.0563e+01
3.59015074e+03, -1.1748e+00, -3.9638e+01
3.51081734e+03, -1.1240e+00, -3.8808e+01
3.43323701e+03, -1.0699e+00, -3.8094e+01
3.35737101e+03, -1.0381e+00, -3.7252e+01
3.28318147e+03, -1.0054e+00, -3.6478e+01
3.21063133e+03, -9.6543e-01, -3.5776e+01
3.13968436e+03, -9.3650e-01, -3.5040e+01
3.07030515e+03, -8.8945e-01, -3.4276e+01
3.00245904e+03, -8.6734e-01, -3.3621e+01
2.93611217e+03, -8.3198e-01, -3.2898e+01
2.87123139e+03, -7.9694e-01, -3.2171e+01
2.80778432e+03, -7.5868e-01, -3.1544e+01
2.74573927e+03, -7.4130e-01, -3.0893e+01
2.68506527e+03, -7.1001e-01, -3.0267e+01
2.62573200e+03, -6.8500e-01, -2.9534e+01
2.56770986e+03, -6.5476e-01, -2.8900e+01
2.51096986e+03, -6.3888e-01, -2.8382e+01
2.45548367e+03, -6.1023e-01, -2.7776e+01
2.40122359e+03, -5.9328e-01, -2.7120e+01
2.34816252e+03, -5.7143e-01, -2.6628e+01
2.29627398e+03, -5.3810e-01, -2.6003e+01
2.24553203e+03, -5.2186e-01, -2.5459e+01
2.19591136e+03, -5.0499e-01, -2.4981e+01
2.14738718e+03, -4.8744e-01, -2.4454e+01
2.09993527e+03, -4.9013e-01, -2.3848e+01
2.05353192e+03, -4.6341e-01, -2.3385e+01
2.00815398e+03, -4.3975e-01, -2.2858e+01
1.96377877e+03, -4.2538e-01, -2.2341e+01
1.92038415e+03, -4.1847e-01, -2.1875e+01
1.87794843e+03, -3.9215e-01, -2.1443e+01
1.83645044e+03, -3.8381e-01, -2.0941e+01
1.79586946e+03, -3.6329e-01, -2.0516e+01
1.75618521e+03, -3.5166e-01, -2.0063e+01
1.71737789e+03, -3.3755e-01, -1.9666e+01
1.67942811e+03, -3.2612e-01, -1.9239e+01
1.64231693e+03, -3.2843e-01, -1.8813e+01
1.60602581e+03, -3.1609e-01, -1.8304e+01
1.57053663e+03, -3.1404e-01, -1.8040e+01
1.53583168e+03, -2.9218e-01, -1.7486e+01
1.50189362e+03, -2.9736e-01, -1.7241e+01
1.46870551e+03, -2.7161e-01, -1.6794e+01
1.43625077e+03, -2.6610e-01, -1.6409e+01
1.40451320e+03, -2.6291e-01, -1.6080e+01
1.37347695e+03, -2.5343e-01, -1.5776e+01
1.34312653e+03, -2.4395e-01, -1.5413e+01
1.31344678e+03, -2.3320e-01, -1.5104e+01
1.28442287e+03, -2.1938e-01, -1.4823e+01
1.25604032e+03, -2.3805e-01, -1.4419e+01
1.22828495e+03, -2.1199e-01, -1.4056e+01
1.20114291e+03, -2.1948e-01, -1.3800e+01
1.17460064e+03, -2.0710e-01, -1.3377e+01
1.14864489e+03, -2.0513e-01, -1.3233e+01
1.12326270e+03, -1.9084e-01, -1.2954e+01
1.09844138e+03, -2.1846e-01, -1.2669e+01
1.07416856e+03, -1.8839e-01, -1.2345e+01
1.05043211e+03, -1.6644e-01, -1.2122e+01
1.02722017e+03, -1.9095e-01, -1.1839e+01
1.00452116e+03, -1.8264e-01, -1.1585e+01
9.82323745e+02, -1.8190e-01, -1.1305e+01
9.60616834e+02, -1.6195e-01, -1.1023e+01
9.39389592e+02, -1.5632e-01, -1.0846e+01
9.18631419e+02, -1.5634e-01, -1.0603e+01
8.98331950e+02, -1.5307e-01, -1.0482e+01
8.78481049e+02, -1.4259e-01, -1.0210e+01
8.59068803e+02, -1.4999e-01, -1.0018e+01
8.40085520e+02, -1.4909e-01, -9.7847e+00
8.21521720e+02, -1.3106e-01, -9.4073e+00
8.03368134e+02, -1.5002e-01, -9.2422e+00
7.85615696e+02, -1.2008e-01, -9.0512e+00
7.68255544e+02, -1.3464e-01, -8.9809e+00
7.51279008e+02, -1.3683e-01, -8.7654e+00
7.34677611e+02, -1.2076e-01, -8.4594e+00
7.18443063e+02, -1.3256e-01, -8.2763e+00
7.02567259e+02, -1.2778e-01, -8.0683e+00
6.87042271e+02, -1.1344e-01, -7.9737e+00
6.71860346e+02, -1.1263e-01, -7.8447e+00
6.57013903e+02, -1.2516e-01, -7.5886e+00
6.42495531e+02, -1.0679e-01, -7.3897e+00
6.28297978e+02, -1.2241e-01, -7.2516e+00
6.14414156e+02, -1.2851e-01, -7.1644e+00
6.00837131e+02, -9.9180e-02, -6.9856e+00
5.87560126e+02, -1.1063e-01, -6.7820e+00
5.74576509e+02, -1.1075e-01, -6.5501e+00
5.61879797e+02, -1.2059e-01, -6.5688e+00
5.49463652e+02, -9.2028e-02, -6.3967e+00
5.37321872e+02, -9.5466e-02, -6.2102e+00
5.25448395e+02, -9.5877e-02, -6.0861e+00
5.13837293e+02, -1.0631e-01, -5.8870e+00
5.02482767e+02, -8.3842e-02, -5.8161e+00
4.91379148e+02, -9.4662e-02, -5.5561e+00
4.80520891e+02, -1.0285e-01, -5.6243e+00
4.69902575e+02, -1.0233e-01, -5.3386e+00
4.59518897e+02, -8.1704e-02, -5.5151e+00
4.49364673e+02, -9.7364e-02, -5.1770e+00
4.39434832e+02, -7.6450e-02, -5.0757e+00
4.29724415e+02, -9.1749e-02, -4.9389e+00
4.20228575e+02, -8.8786e-02, -4.9343e+00
4.10942569e+02, -9.2811e-02, -4.8012e+00
4.01861760e+02, -5.6456e-02, -4.5833e+00
3.92981615e+02, -8.8285e-02, -4.3892e+00
3.84297699e+02, -8.6280e-02, -4.4779e+00
3.75805676e+02, -9.2965e-02, -4.2856e+00
3.67501305e+02, -7.1300e-02, -4.4100e+00
3.59380441e+02, -8.5363e-02, -4.2834e+00
3.51439027e+02, -7.5105e-02, -3.9524e+00
3.43673099e+02, -7.2698e-02, -3.9817e+00
3.36078779e+02, -7.9101e-02, -3.9151e+00
3.28652274e+02, -7.4898e-02, -3.8142e+00
3.21389876e+02, -1.0364e-01, -3.7823e+00
3.14287959e+02, -7.8721e-02, -3.6617e+00
3.07342977e+02, -7.6532e-02, -3.5824e+00
3.00551462e+02, -8.5748e-02, -3.3881e+00
2.93910023e+02, -8.4698e-02, -3.5070e+00
2.87415342e+02, -9.4488e-02, -3.3406e+00
2.81064178e+02, -7.7509e-02, -3.4145e+00
2.74853359e+02, -8.6711e-02, -3.2371e+00
2.68779784e+02, -8.6841e-02, -3.2108e+00
2.62840419e+02, -9.3767e-02, -3.0255e+00
2.57032300e+02, -5.7488e-02, -2.9449e+00
2.51352526e+02, -8.7437e-02, -2.9508e+00
2.45798260e+02, -6.1068e-02, -2.8011e+00
2.40366730e+02, -4.9432e-02, -2.8283e+00
2.35055223e+02, -8.4453e-02, -2.6365e+00
2.29861088e+02, -1.0279e-01, -2.6185e+00
2.24781729e+02, -5.8558e-02, -2.5366e+00
2.19814612e+02, -6.7170e-02, -2.5279e+00
