Different Corner Frequency With Op-Amp
Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
3.44758840e+06, -4.7981e+01, 1.3540e+02
3.34979555e+06, -4.7399e+01, 1.3410e+02
3.25477665e+06, -4.7098e+01, 1.4135e+02
3.16245302e+06, -4.6313e+01, 1.4743e+02
3.07274820e+06, -4.6500e+01, 1.5387e+02
2.98558791e+06, -4.6349e+01, 1.5897e+02
2.90089997e+06, -4.5566e+01, 1.6573e+02
2.81861426e+06, -4.5420e+01, 1.7158e+02
2.73866263e+06, -4.5141e+01, 1.7782e+02
2.66097887e+06, -4.5321e+01, -1.7886e+02
2.58549866e+06, -4.4751e+01, -1.7315e+02
2.51215949e+06, -4.5020e+01, -1.6815e+02
2.44090062e+06, -4.4709e+01, -1.6629e+02
2.37166306e+06, -4.4949e+01, -1.6039e+02
2.30438945e+06, -4.4846e+01, -1.5733e+02
2.23902411e+06, -4.4599e+01, -1.5357e+02
2.17551289e+06, -4.4430e+01, -1.4947e+02
2.11380320e+06, -4.4261e+01, -1.4661e+02
2.05384394e+06, -4.4096e+01, -1.4231e+02
1.99558547e+06, -4.4154e+01, -1.3993e+02
1.93897952e+06, -4.4420e+01, -1.3528e+02
1.88397924e+06, -4.3761e+01, -1.3677e+02
1.83053908e+06, -4.3709e+01, -1.3139e+02
1.77861477e+06, -4.3810e+01, -1.3257e+02
1.72816333e+06, -4.3778e+01, -1.3147e+02
1.67914297e+06, -4.3168e+01, -1.2822e+02
1.63151311e+06, -4.3211e+01, -1.2682e+02
1.58523429e+06, -4.2903e+01, -1.2616e+02
1.54026820e+06, -4.3014e+01, -1.2371e+02
1.49657759e+06, -4.2037e+01, -1.1802e+02
1.45412630e+06, -4.2484e+01, -1.1892e+02
1.41287916e+06, -4.2027e+01, -1.1547e+02
1.37280202e+06, -4.2118e+01, -1.1551e+02
1.33386170e+06, -4.2044e+01, -1.1391e+02
1.29602593e+06, -4.1959e+01, -1.1385e+02
1.25926340e+06, -4.1843e+01, -1.1278e+02
1.22354367e+06, -4.1518e+01, -1.1288e+02
1.18883714e+06, -4.1271e+01, -1.1137e+02
1.15511508e+06, -4.1043e+01, -1.0997e+02
1.12234957e+06, -4.0909e+01, -1.1087e+02
1.09051347e+06, -4.0563e+01, -1.0914e+02
1.05958043e+06, -4.0211e+01, -1.0768e+02
1.02952481e+06, -4.0175e+01, -1.0844e+02
1.00032174e+06, -3.9909e+01, -1.0648e+02
9.71947033e+05, -3.9730e+01, -1.0664e+02
9.44377191e+05, -3.9496e+01, -1.0637e+02
9.17589383e+05, -3.9140e+01, -1.0528e+02
8.91561426e+05, -3.8831e+01, -1.0417e+02
8.66271768e+05, -3.8508e+01, -1.0384e+02
8.41699466e+05, -3.8523e+01, -1.0367e+02
8.17824171e+05, -3.8245e+01, -1.0304e+02
7.94626113e+05, -3.8068e+01, -1.0296e+02
7.72086082e+05, -3.7889e+01, -1.0208e+02
7.50185411e+05, -3.7695e+01, -1.0116e+02
7.28905966e+05, -3.7269e+01, -1.0130e+02
7.08230124e+05, -3.7220e+01, -1.0108e+02
6.88140765e+05, -3.6954e+01, -1.0011e+02
6.68621252e+05, -3.6755e+01, -9.9805e+01
6.49655422e+05, -3.6572e+01, -9.9236e+01
6.31227568e+05, -3.6189e+01, -9.8596e+01
6.13322431e+05, -3.5963e+01, -9.8811e+01
5.95925184e+05, -3.5597e+01, -9.7866e+01
5.79021420e+05, -3.5368e+01, -9.7009e+01
5.62597141e+05, -3.5150e+01, -9.6404e+01
5.46638746e+05, -3.4814e+01, -9.5935e+01
5.31133020e+05, -3.4681e+01, -9.5229e+01
5.16067123e+05, -3.4209e+01, -9.4473e+01
5.01428579e+05, -3.4671e+01, -9.3635e+01
4.87205266e+05, -3.4449e+01, -9.4632e+01
4.73385405e+05, -3.4299e+01, -9.5544e+01
4.59957553e+05, -3.3957e+01, -9.6367e+01
4.46910590e+05, -3.3681e+01, -9.5652e+01
4.34233711e+05, -3.3466e+01, -9.5312e+01
4.21916420e+05, -3.3129e+01, -9.5545e+01
4.09948515e+05, -3.2823e+01, -9.5460e+01
3.98320087e+05, -3.2527e+01, -9.5306e+01
3.87021506e+05, -3.2306e+01, -9.5141e+01
3.76043416e+05, -3.1988e+01, -9.4606e+01
3.65376726e+05, -3.1783e+01, -9.3762e+01
3.55012603e+05, -3.1475e+01, -9.4766e+01
3.44942464e+05, -3.1244e+01, -9.3633e+01
3.35157971e+05, -3.1039e+01, -9.3645e+01
3.25651020e+05, -3.0809e+01, -9.3632e+01
3.16413740e+05, -3.0582e+01, -9.3251e+01
3.07438480e+05, -3.0332e+01, -9.2614e+01
2.98717809e+05, -3.0031e+01, -9.2942e+01
2.90244504e+05, -2.9831e+01, -9.2329e+01
2.82011550e+05, -2.9520e+01, -9.2173e+01
2.74012129e+05, -2.9245e+01, -9.2079e+01
2.66239615e+05, -2.9048e+01, -9.1590e+01
2.58687574e+05, -2.8751e+01, -9.1544e+01
2.51349751e+05, -2.8577e+01, -9.1164e+01
2.44220069e+05, -2.8356e+01, -9.1068e+01
2.37292625e+05, -2.8143e+01, -9.1003e+01
2.30561681e+05, -2.7863e+01, -9.0915e+01
2.24021665e+05, -2.7559e+01, -9.0360e+01
2.17667160e+05, -2.7387e+01, -9.0446e+01
2.11492905e+05, -2.7122e+01, -9.0086e+01
2.05493786e+05, -2.6856e+01, -9.0154e+01
1.99664835e+05, -2.6601e+01, -8.9980e+01
1.94001226e+05, -2.6372e+01, -8.9140e+01
1.88498268e+05, -2.6160e+01, -8.9675e+01
1.83151405e+05, -2.5885e+01, -8.9192e+01
1.77956209e+05, -2.5636e+01, -8.9126e+01
1.72908378e+05, -2.5514e+01, -8.8849e+01
1.68003731e+05, -2.5163e+01, -8.9084e+01
1.63238208e+05, -2.4977e+01, -8.8711e+01
1.58607861e+05, -2.4739e+01, -8.8425e+01
1.54108857e+05, -2.4447e+01, -8.8861e+01
1.49737470e+05, -2.4266e+01, -8.8379e+01
1.45490079e+05, -2.4000e+01, -8.8370e+01
1.41363169e+05, -2.3749e+01, -8.8279e+01
1.37353320e+05, -2.3419e+01, -8.7730e+01
1.33457213e+05, -2.3238e+01, -8.8320e+01
1.29671622e+05, -2.2930e+01, -8.7721e+01
1.25993411e+05, -2.2764e+01, -8.7117e+01
1.22419535e+05, -2.2491e+01, -8.7266e+01
1.18947033e+05, -2.2221e+01, -8.6840e+01
1.15573032e+05, -2.2041e+01, -8.6478e+01
1.12294735e+05, -2.1735e+01, -8.6375e+01
1.09109430e+05, -2.1457e+01, -8.6386e+01
1.06014478e+05, -2.1241e+01, -8.5804e+01
1.03007315e+05, -2.1015e+01, -8.5431e+01
1.00085453e+05, -2.0816e+01, -8.5138e+01
9.72464709e+04, -2.0552e+01, -8.4952e+01
9.44880182e+04, -2.0336e+01, -8.5004e+01
9.18078107e+04, -2.0100e+01, -8.4706e+01
8.92036288e+04, -1.9839e+01, -8.4280e+01
8.66733160e+04, -1.9597e+01, -8.4071e+01
8.42147770e+04, -1.9328e+01, -8.3686e+01
8.18259759e+04, -1.9133e+01, -8.3678e+01
7.95049345e+04, -1.8889e+01, -8.3182e+01
7.72497308e+04, -1.8669e+01, -8.2881e+01
7.50584973e+04, -1.8391e+01, -8.2552e+01
7.29294194e+04, -1.8210e+01, -8.2506e+01
7.08607340e+04, -1.7989e+01, -8.2295e+01
6.88507281e+04, -1.7757e+01, -8.1954e+01
6.68977372e+04, -1.7531e+01, -8.1657e+01
6.50001440e+04, -1.7298e+01, -8.1097e+01
6.31563771e+04, -1.7060e+01, -8.0851e+01
6.13649098e+04, -1.6831e+01, -8.0603e+01
5.96242584e+04, -1.6627e+01, -8.0291e+01
5.79329817e+04, -1.6374e+01, -7.9855e+01
5.62896790e+04, -1.6143e+01, -7.9425e+01
5.46929895e+04, -1.5874e+01, -7.9199e+01
5.31415911e+04, -1.5662e+01, -7.8816e+01
5.16341990e+04, -1.5437e+01, -7.8530e+01
5.01695649e+04, -1.5207e+01, -7.8081e+01
4.87464760e+04, -1.4946e+01, -7.7790e+01
4.73637539e+04, -1.4708e+01, -7.7285e+01
4.60202535e+04, -1.4453e+01, -7.6848e+01
4.47148622e+04, -1.4214e+01, -7.6364e+01
4.34464992e+04, -1.3974e+01, -7.6081e+01
4.22141140e+04, -1.3721e+01, -7.5712e+01
4.10166861e+04, -1.3480e+01, -7.5099e+01
3.98532239e+04, -1.3235e+01, -7.4579e+01
3.87227641e+04, -1.2999e+01, -7.4252e+01
3.76243704e+04, -1.2778e+01, -7.3670e+01
3.65571332e+04, -1.2530e+01, -7.3332e+01
3.55201689e+04, -1.2293e+01, -7.2797e+01
3.45126187e+04, -1.2054e+01, -7.2271e+01
3.35336482e+04, -1.1809e+01, -7.1749e+01
3.25824467e+04, -1.1574e+01, -7.1254e+01
3.16582267e+04, -1.1361e+01, -7.0735e+01
3.07602227e+04, -1.1123e+01, -7.0058e+01
2.98876911e+04, -1.0886e+01, -6.9513e+01
2.90399094e+04, -1.0670e+01, -6.8964e+01
2.82161755e+04, -1.0421e+01, -6.8310e+01
2.74158072e+04, -1.0214e+01, -6.7803e+01
2.66381419e+04, -9.9808e+00, -6.7244e+01
2.58825356e+04, -9.7868e+00, -6.6402e+01
2.51483624e+04, -9.5511e+00, -6.5924e+01
2.44350145e+04, -9.3411e+00, -6.5152e+01
2.37419011e+04, -9.1190e+00, -6.4517e+01
2.30684483e+04, -8.9307e+00, -6.3684e+01
2.24140983e+04, -8.7114e+00, -6.3062e+01
2.17783094e+04, -8.5370e+00, -6.2473e+01
2.11605550e+04, -8.3240e+00, -6.1638e+01
2.05603235e+04, -8.1143e+00, -6.0997e+01
1.99771180e+04, -7.9071e+00, -6.0149e+01
1.94104554e+04, -7.7290e+00, -5.9513e+01
1.88598666e+04, -7.5256e+00, -5.8594e+01
1.83248955e+04, -7.3314e+00, -5.7864e+01
1.78050992e+04, -7.1409e+00, -5.7013e+01
1.73000472e+04, -6.9652e+00, -5.6126e+01
1.68093213e+04, -6.7862e+00, -5.5321e+01
1.63325151e+04, -6.6006e+00, -5.4569e+01
1.58692339e+04, -6.4335e+00, -5.3726e+01
1.54190938e+04, -6.2647e+00, -5.2713e+01
1.49817223e+04, -6.1096e+00, -5.1917e+01
1.45567570e+04, -5.9252e+00, -5.1082e+01
1.41438461e+04, -5.7543e+00, -5.0123e+01
1.37426477e+04, -5.5904e+00, -4.9255e+01
1.33528295e+04, -5.4598e+00, -4.8342e+01
1.29740687e+04, -5.2792e+00, -4.7382e+01
1.26060517e+04, -5.1342e+00, -4.6501e+01
1.22484738e+04, -4.9600e+00, -4.5466e+01
1.19010387e+04, -4.8219e+00, -4.4455e+01
1.15634588e+04, -4.6800e+00, -4.3613e+01
1.12354546e+04, -4.5526e+00, -4.2606e+01
1.09167544e+04, -4.4136e+00, -4.1587e+01
1.06070943e+04, -4.2673e+00, -4.0632e+01
1.03062179e+04, -4.1288e+00, -3.9635e+01
1.00138760e+04, -4.0024e+00, -3.8593e+01
9.72982661e+03, -3.8895e+00, -3.7642e+01
9.45383442e+03, -3.7636e+00, -3.6631e+01
9.18567091e+03, -3.6541e+00, -3.5609e+01
8.92511402e+03, -3.5442e+00, -3.4639e+01
8.67194797e+03, -3.4590e+00, -3.3628e+01
8.42596313e+03, -3.3574e+00, -3.2546e+01
8.18695578e+03, -3.2555e+00, -3.1608e+01
7.95472802e+03, -3.1601e+00, -3.0634e+01
7.72908754e+03, -3.0748e+00, -2.9526e+01
7.50984748e+03, -2.9914e+00, -2.8459e+01
7.29682629e+03, -2.9278e+00, -2.7548e+01
7.08984757e+03, -2.8511e+00, -2.6491e+01
6.88873992e+03, -2.7739e+00, -2.5452e+01
6.69333681e+03, -2.6968e+00, -2.4528e+01
6.50347642e+03, -2.6447e+00, -2.3500e+01
6.31900153e+03, -2.5688e+00, -2.2491e+01
6.13975938e+03, -2.5072e+00, -2.1520e+01
5.96560154e+03, -2.4591e+00, -2.0499e+01
5.79638378e+03, -2.3982e+00, -1.9461e+01
5.63196599e+03, -2.3512e+00, -1.8468e+01
5.47221200e+03, -2.3056e+00, -1.7487e+01
5.31698952e+03, -2.2508e+00, -1.6467e+01
5.16617002e+03, -2.1978e+00, -1.5510e+01
5.01962861e+03, -2.1825e+00, -1.4537e+01
4.87724392e+03, -2.1406e+00, -1.3579e+01
4.73889807e+03, -2.1093e+00, -1.2571e+01
4.60447647e+03, -2.0817e+00, -1.1585e+01
4.47386782e+03, -2.0327e+00, -1.0559e+01
4.34696395e+03, -2.0155e+00, -9.5504e+00
4.22365980e+03, -1.9918e+00, -8.6720e+00
4.10385323e+03, -1.9741e+00, -7.6639e+00
3.98744505e+03, -1.9469e+00, -6.6805e+00
3.87433885e+03, -1.9376e+00, -5.7543e+00
3.76444098e+03, -1.9286e+00, -4.7797e+00
3.65766042e+03, -1.9023e+00, -3.8635e+00
3.55390876e+03, -1.9085e+00, -2.8155e+00
3.45310007e+03, -1.8909e+00, -1.8567e+00
3.35515088e+03, -1.8868e+00, -9.2597e-01
3.25998007e+03, -1.8929e+00, 6.9458e-02
3.16750884e+03, -1.8906e+00, 1.0837e+00
3.07766061e+03, -1.9069e+00, 1.9306e+00
2.99036098e+03, -1.9017e+00, 2.8696e+00
2.90553765e+03, -1.9163e+00, 3.9082e+00
2.82312039e+03, -1.9201e+00, 4.7410e+00
2.74304094e+03, -1.9377e+00, 5.8008e+00
2.66523299e+03, -1.9661e+00, 6.7623e+00
2.58963210e+03, -1.9790e+00, 7.8450e+00
2.51617568e+03, -2.0119e+00, 8.5957e+00
2.44480290e+03, -2.0258e+00, 9.6397e+00
2.37545464e+03, -2.0412e+00, 1.0574e+01
2.30807349e+03, -2.0732e+00, 1.1684e+01
2.24260365e+03, -2.1157e+00, 1.2619e+01
2.17899089e+03, -2.1411e+00, 1.3611e+01
2.11718255e+03, -2.1778e+00, 1.4474e+01
2.05712743e+03, -2.2196e+00, 1.5629e+01
1.99877582e+03, -2.2573e+00, 1.6442e+01
1.94207938e+03, -2.3131e+00, 1.7418e+01
1.88699117e+03, -2.3691e+00, 1.8410e+01
1.83346557e+03, -2.4231e+00, 1.9415e+01
1.78145825e+03, -2.4672e+00, 2.0428e+01
1.73092615e+03, -2.5353e+00, 2.1540e+01
1.68182743e+03, -2.5785e+00, 2.2473e+01
1.63412141e+03, -2.6597e+00, 2.3544e+01
1.58776861e+03, -2.7134e+00, 2.4490e+01
1.54273063e+03, -2.7767e+00, 2.5459e+01
1.49897018e+03, -2.8602e+00, 2.6614e+01
1.45645102e+03, -2.9361e+00, 2.7461e+01
1.41513794e+03, -3.0416e+00, 2.8506e+01
1.37499673e+03, -3.1125e+00, 2.9538e+01
1.33599415e+03, -3.2001e+00, 3.0590e+01
1.29809790e+03, -3.2814e+00, 3.1461e+01
1.26127659e+03, -3.3614e+00, 3.2529e+01
1.22549975e+03, -3.4872e+00, 3.3787e+01
1.19073774e+03, -3.5890e+00, 3.4557e+01
1.15696177e+03, -3.6802e+00, 3.5601e+01
1.12414388e+03, -3.8037e+00, 3.6595e+01
1.09225688e+03, -3.9309e+00, 3.7386e+01
1.06127438e+03, -4.0333e+00, 3.8418e+01
1.03117072e+03, -4.1715e+00, 3.9597e+01
1.00192096e+03, -4.2670e+00, 4.0492e+01
9.73500889e+02, -4.4292e+00, 4.1464e+01
9.45886970e+02, -4.5835e+00, 4.2383e+01
9.19056336e+02, -4.6975e+00, 4.3295e+01
8.92986769e+02, -4.8345e+00, 4.4292e+01
8.67656680e+02, -5.0147e+00, 4.5317e+01
8.43045094e+02, -5.1103e+00, 4.5966e+01
8.19131630e+02, -5.3174e+00, 4.7071e+01
7.95896485e+02, -5.4578e+00, 4.8243e+01
7.73320419e+02, -5.6402e+00, 4.9018e+01
7.51384736e+02, -5.7932e+00, 4.9873e+01
7.30071271e+02, -5.9943e+00, 5.0863e+01
7.09362375e+02, -6.1295e+00, 5.1621e+01
6.89240899e+02, -6.2866e+00, 5.2535e+01
6.69690180e+02, -6.4748e+00, 5.3353e+01
6.50694029e+02, -6.6146e+00, 5.4117e+01
6.32236714e+02, -6.8935e+00, 5.5007e+01
6.14302952e+02, -6.9753e+00, 5.5833e+01
5.96877892e+02, -7.1421e+00, 5.6656e+01
5.79947104e+02, -7.3808e+00, 5.7516e+01
5.63496567e+02, -7.5640e+00, 5.8388e+01
5.47512659e+02, -7.7358e+00, 5.8917e+01
5.31982144e+02, -7.9297e+00, 5.9982e+01
5.16892162e+02, -8.1398e+00, 6.0588e+01
5.02230215e+02, -8.3664e+00, 6.1155e+01
4.87984163e+02, -8.5743e+00, 6.2220e+01
4.74142209e+02, -8.6789e+00, 6.2447e+01
4.60692889e+02, -8.9472e+00, 6.3470e+01
4.47625068e+02, -9.1606e+00, 6.3906e+01
4.34927922e+02, -9.3845e+00, 6.4358e+01
4.22590939e+02, -9.6067e+00, 6.5893e+01
4.10603901e+02, -9.7599e+00, 6.6015e+01
3.98956883e+02, -1.0008e+01, 6.6664e+01
3.87640239e+02, -1.0230e+01, 6.7198e+01
3.76644598e+02, -1.0410e+01, 6.8053e+01
3.65960855e+02, -1.0705e+01, 6.8479e+01
3.55580163e+02, -1.0942e+01, 6.8965e+01
3.45493925e+02, -1.1172e+01, 6.9808e+01
3.35693789e+02, -1.1411e+01, 7.0367e+01
3.26171640e+02, -1.1596e+01, 7.0563e+01
3.16919591e+02, -1.1847e+01, 7.1019e+01
3.07929983e+02, -1.2073e+01, 7.1660e+01
2.99195370e+02, -1.2308e+01, 7.2263e+01
2.90708519e+02, -1.2540e+01, 7.2275e+01
2.82462403e+02, -1.2803e+01, 7.2919e+01
2.74450193e+02, -1.3015e+01, 7.2939e+01
2.66665254e+02, -1.3330e+01, 7.3885e+01
2.59101139e+02, -1.3565e+01, 7.4315e+01
2.51751584e+02, -1.3722e+01, 7.4814e+01
2.44610504e+02, -1.3963e+01, 7.5314e+01
2.37671985e+02, -1.4217e+01, 7.5225e+01
2.30930281e+02, -1.4578e+01, 7.6182e+01
2.24379810e+02, -1.4723e+01, 7.6151e+01
2.18015146e+02, -1.4869e+01, 7.6442e+01
2.11831019e+02, -1.5203e+01, 7.7031e+01
2.05822309e+02, -1.5322e+01, 7.6679e+01
1.99984040e+02, -1.5616e+01, 7.8231e+01
1.94311376e+02, -1.5950e+01, 7.6567e+01
1.88799621e+02, -1.6235e+01, 7.8787e+01
1.83444210e+02, -1.6384e+01, 7.8611e+01
1.78240709e+02, -1.6601e+01, 7.9124e+01
1.73184807e+02, -1.6870e+01, 7.8717e+01
1.68272320e+02, -1.7061e+01, 7.8936e+01
1.63499177e+02, -1.7313e+01, 7.9265e+01
1.58861428e+02, -1.7556e+01, 8.0029e+01
1.54355231e+02, -1.7738e+01, 8.0375e+01
1.49976856e+02, -1.7941e+01, 8.1431e+01
1.45722675e+02, -1.8358e+01, 8.1193e+01
1.41589167e+02, -1.8491e+01, 8.2317e+01
1.37572908e+02, -1.8559e+01, 8.1639e+01
1.33670572e+02, -1.8950e+01, 8.1539e+01
1.29878929e+02, -1.9021e+01, 8.2575e+01
1.26194837e+02, -1.9270e+01, 8.0983e+01
1.22615247e+02, -1.9603e+01, 8.1398e+01
1.19137195e+02, -1.9956e+01, 8.2607e+01
1.15757799e+02, -2.0046e+01, 8.5328e+01
1.12474262e+02, -2.0337e+01, 8.2654e+01
1.09283864e+02, -2.0678e+01, 8.0876e+01
1.06183963e+02, -2.0895e+01, 8.3980e+01
1.03171994e+02, -2.1179e+01, 8.4229e+01
1.00245460e+02, -2.1091e+01, 8.3756e+01
9.74019392e+01, -2.1646e+01, 8.3458e+01
9.46390766e+01, -2.1694e+01, 8.4113e+01
9.19545842e+01, -2.1942e+01, 8.3780e+01
8.93462390e+01, -2.2269e+01, 8.4948e+01
8.68118810e+01, -2.2332e+01, 8.5853e+01
8.43494115e+01, -2.2548e+01, 8.6318e+01
8.19567914e+01, -2.2956e+01, 8.4357e+01
7.96320394e+01, -2.3045e+01, 8.5718e+01
7.73732303e+01, -2.3378e+01, 8.5679e+01
7.51784936e+01, -2.3875e+01, 8.7249e+01
7.30460120e+01, -2.3915e+01, 8.3701e+01
7.09740194e+01, -2.4106e+01, 8.4739e+01
6.89608001e+01, -2.4581e+01, 8.6065e+01
6.70046869e+01, -2.4242e+01, 8.6423e+01
6.51040600e+01, -2.4867e+01, 8.3001e+01
6.32573455e+01, -2.5121e+01, 8.6807e+01
6.14630141e+01, -2.5071e+01, 8.4728e+01
5.97195800e+01, -2.5609e+01, 8.5639e+01
5.80255994e+01, -2.5684e+01, 8.9154e+01
5.63796695e+01, -2.6159e+01, 8.8970e+01
5.47804274e+01, -2.6326e+01, 8.7859e+01
5.32265488e+01, -2.6712e+01, 8.3745e+01
5.17167468e+01, -2.7222e+01, 8.7351e+01
5.02497712e+01, -2.6881e+01, 8.8001e+01
4.88244072e+01, -2.7236e+01, 8.5526e+01
4.74394745e+01, -2.7135e+01, 8.7469e+01
4.60938262e+01, -2.7907e+01, 8.5437e+01
4.47863481e+01, -2.7709e+01, 8.5834e+01
4.35159573e+01, -2.7724e+01, 8.6650e+01
4.22816018e+01, -2.8421e+01, 8.1913e+01
4.10822596e+01, -2.8914e+01, 9.0243e+01
3.99169375e+01, -2.9589e+01, 8.6298e+01
3.87846703e+01, -2.8990e+01, 8.8694e+01
3.76845206e+01, -2.9406e+01, 8.6885e+01
3.66155773e+01, -2.9743e+01, 8.9337e+01
3.55769551e+01, -3.0326e+01, 8.6816e+01
3.45677941e+01, -2.9763e+01, 8.8134e+01
3.35872585e+01, -3.0956e+01, 8.8519e+01
3.26345364e+01, -3.0247e+01, 9.1641e+01
3.17088388e+01, -3.1339e+01, 8.9547e+01
3.08093992e+01, -3.1538e+01, 8.6092e+01
2.99354727e+01, -3.0807e+01, 8.7101e+01
2.90863356e+01, -3.1895e+01, 8.5873e+01
2.82612848e+01, -3.1693e+01, 8.8553e+01
2.74596370e+01, -3.1759e+01, 8.4715e+01
2.66807284e+01, -3.2560e+01, 8.8197e+01
2.59239141e+01, -3.2469e+01, 8.8091e+01
2.51885672e+01, -3.3306e+01, 9.3869e+01
2.44740788e+01, -3.3628e+01, 8.8331e+01
2.37798574e+01, -3.3833e+01, 8.5242e+01
2.31053279e+01, -3.3949e+01, 8.7181e+01
2.24499318e+01, -3.3517e+01, 8.6661e+01
2.18131265e+01, -3.4436e+01, 8.9692e+01
2.11943844e+01, -3.4978e+01, 9.3139e+01
2.05931934e+01, -3.4826e+01, 9.1381e+01
2.00090555e+01, -3.4927e+01, 9.0980e+01
1.94414870e+01, -3.4824e+01, 8.6638e+01
1.88900179e+01, -3.4302e+01, 8.2434e+01
1.83541916e+01, -3.5578e+01, 8.4818e+01
1.78335643e+01, -3.5975e+01, 9.4529e+01
1.73277049e+01, -3.7407e+01, 9.5101e+01
1.68361944e+01, -3.6577e+01, 8.9694e+01
1.63586260e+01, -3.6310e+01, 8.2525e+01
1.58946041e+01, -3.6981e+01, 9.4764e+01
1.54437444e+01, -3.8291e+01, 9.0166e+01
1.50056736e+01, -3.7494e+01, 8.7412e+01
1.45800289e+01, -3.7886e+01, 9.0779e+01
1.41664579e+01, -3.8621e+01, 8.2147e+01
1.37646181e+01, -3.8174e+01, 9.0312e+01
1.33741767e+01, -3.7427e+01, 9.1631e+01
1.29948104e+01, -3.7598e+01, 9.5945e+01
1.26262051e+01, -3.9440e+01, 8.8402e+01
1.22680554e+01, -3.7822e+01, 8.1763e+01
1.19200649e+01, -4.0516e+01, 8.0088e+01
1.15819453e+01, -3.8492e+01, 8.8815e+01
1.12534167e+01, -3.9822e+01, 8.3318e+01
1.09342070e+01, -4.0648e+01, 8.5479e+01
1.06240519e+01, -4.0573e+01, 9.1208e+01
1.03226945e+01, -3.9382e+01, 9.1901e+01
1.00298852e+01, -4.1125e+01, 7.7804e+01
9.74538172e+00, -4.0810e+01, 9.2483e+01
9.46894831e+00, -3.9087e+01, 9.4153e+01
9.20035608e+00, -4.4240e+01, 6.2400e+01
8.93938263e+00, -4.1563e+01, 8.9156e+01
8.68581185e+00, -4.3475e+01, 8.3867e+01
8.43943375e+00, -4.3322e+01, 8.5963e+01
8.20004430e+00, -4.2629e+01, 7.4651e+01
7.96744528e+00, -4.1993e+01, 8.0218e+01
7.74144406e+00, -4.4204e+01, 7.6115e+01
7.52185350e+00, -4.2917e+01, 9.6608e+01
7.30849176e+00, -4.3000e+01, 8.5949e+01
7.10118214e+00, -4.3075e+01, 7.4909e+01
6.89975298e+00, -4.4290e+01, 7.4988e+01
6.70403748e+00, -4.2466e+01, 9.1060e+01
6.51387356e+00, -4.3282e+01, 1.1393e+02
6.32910375e+00, -4.3730e+01, 8.0568e+01
6.14957504e+00, -4.3860e+01, 7.3004e+01
5.97513877e+00, -4.4394e+01, 1.0427e+02
